Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,﻿“,,,,,,,
,નમસ્તે,,,,,,,
,”,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,બોલ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
2,“,,,,,,,
,નમસ્તે,,,,,,,
,”,,,,,,,
,વેપારીએ,,એ,Originator,Agent,,,
,જવાબ,,,,,,,
,આપ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
3,આ,,,,,,,
,વેપારી,,,,,,,
,તરસ,,,,,,,
,છીપાવવા,,,,,,,
,શોધાયેલી,,,,,,,
,ગોળીઓ,,,,,,,
,વેચતો,,,,,,,
,હતો,,,,,,,
,.,,,,,,,
,,,,,,,,
4,અઠવાડિયામાં,,માં,Duration,Duration,,,
,બસ,,,,,,,
,એક,,,,,,,
,ગોળી,,,,,,,
,ખાઈ,,,,,,,
,લેવાની,,,,,,,
,.,,,,,,,
,,,,,,,,
5,પછી,,,,,,,
,પાણી,,,,,,,
,પીવાની,,ની,Theme,Theme,,,
,જરૂર,,,,,,,
,જ,,જ,Focus,Focus,,,
,નહીં,,,,,,,
,.,,,,,,,
,,,,,,,,
6,“,,,,,,,
,એની,,ની,Theme,Theme,,,
,શી,,,,,,,
,જરૂર,,,,,,,
,?,,,,,,,
,“,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
7,“,,,,,,,
,કારણકે,,,,,,,
,એનાથી,,થી,Explanation,Explanation,,,
,ઘણો,,,,,,,
,સમય,,,,,,,
,બચે,,,,,,,
,છે,,,,,,,
,",",,,,,,,
,“,,,,,,,
,વેપારીએ,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,નિષ્ણાત,,,,,,,
,લોકોએ,,એ,Agent,Agent,,,
,ઘણી,,,,,,,
,કાળજીપૂર્વક,,,,,,,
,ગણતરીઓ,,,,,,,
,કરી,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
8,આ,,,,,,,
,ગોળીઓ,,,,,,,
,લેવાથી,,થી,Explanation,Explanation,,,
,અઠવાડિયાની,,ની,Duration,Duration,,,
,53,,,,,,,
,મિનિટો,,,,,,,
,બચાવી,,,,,,,
,શકાય,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
9,“,,,,,,,
,અને,,,,,,,
,એ,,,,,,,
,53,,,,,,,
,મિનિટોનું,,નું,Theme,Theme,,,
,શું,,,,,,,
,કરવાનું,,,,,,,
,?,,,,,,,
,“,,,,,,,
,રાજકુમાર,,,,,,,
,.,,,,,,,
,,,,,,,,
10,“,,,,,,,
,તમને,,ને,Experiencer,Recipient,,,
,જે,,,,,,,
,ગમે,,,,,,,
,તે,,,,,,,
,......,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
11,“,,,,,,,
,એમ,,,,,,,
,હોય,,,,,,,
,તો,,તો,`,,,,
,હું,,,,,,,
,તો,,તો,Focus,Focus,,,
,કોઈ,,,,,,,
,તાજા,,,,,,,
,પાણીના,,ના,Stuff,Stuff,,,
,ઝરણા,,,,,,,
,તરફ,,તરફ,Direction,Direction,,,
,ચાલી,,,,,,,
,નીકળું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,વિચાર્યું,,,,,,,
,.,,,,,,,
