Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,﻿જયારે,,,,,,,
,કોઈને,,ને,Experiencer,Recipient,,,
,મજાક,,,,,,,
,કરવાનું,,નું,Purpose,Purpose,,,
,મન,,,,,,,
,થાય,,,,,,,
,ત્યારે,,,,,,,
,એ,,,,,,,
,સાચી,,,,,,,
,વાતથી,,થી,Causer,Source,,,
,થોડોક,,,,,,,
,અળગો,,,,,,,
,થાય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
2,થોડુંક,,,,,,,
,જુઠું,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,બાલે,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
3,મેં,,એ,Originator,Agent,,,
,તમને,,ને,Recipient,Recipient,,,
,જે,,,,,,,
,દીવા,,,,,,,
,સળગાવવાની,,ની,Topic,Topic,,,
,વાત,,,,,,,
,કરી,,,,,,,
,એ,,,,,,,
,પુરે,,,,,,,
,પૂરી,,,,,,,
,સાચી,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
4,અને,,,,,,,
,જેને,,ને,Experiencer,Recipient,,,
,આપણા,,ના,Gestalt,Gestalt,,,
,ગ્રહ,,,,,,,
,વિષે,,વિષે,Topic,Topic,,,
,ખબર,,,,,,,
,નથી,,,,,,,
,એને,,ને,Beneficiary,Beneficiary,1:1,,
,માટે,,માટે,,,1:2,,
,થોડુંક,,,,,,,
,ખોટુ,,,,,,,
,ચિત્ર,,,,,,,
,ઉભું,,,,,,,
,કર્યાનો,,નો,Identity,Identity,,,
,ગુનો,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,હું,,,,,,,
,કબુલ,,,,,,,
,કરું,,,,,,,
,છું,,,,,,,
,.,,,,,,,
,,,,,,,,
5,આ,,,,,,,
,પુથ્વી,,,,,,,
,પર,,પર,Locus,Locus,,,
,માણસો,,,,,,,
,ખરેખર,,,,,,,
,તો,,તો,Focus,Focus,,,
,બહુ,,,,,,,
,ઓછી,,,,,,,
,જગ્યા,,,,,,,
,રોકે,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
6,જો,,,,,,,
,બે,,,,,,,
,અબજ,,,,,,,
,લોકો,,,,,,,
,એકદમ,,,,,,,
,ટટ્ટાર,,,,,,,
,અને,,,,,,,
,એકબીજાને,,ને,Theme,Theme,,,
,અડીને,,,,,,,
,સાથે,,સાથે,Locus,Ancillary,,,
,ઉભા,,,,,,,
,રહે,,,,,,,
,તો,,તો,`,,,,
,20,,,,,,,
,માઈલ,,,,,,,
,લાંબા,,,,,,,
,અને,,,,,,,
,20,,,,,,,
,માઈલ,,,,,,,
,પહોળા,,,,,,,
,એવા,,,,,,,
,નાનકડા,,,,,,,
,ચોરસમાં,,માં,Locus,Locus,,,
,સમાઈ,,,,,,,
,જાય,,,,,,,
,",",,,,,,,
,એટલે,,,,,,,
,આમ,,,,,,,
,તો,,તો,`,,,,
,આખીય,,ય,Focus,Focus,,,
,માનવજાતનો,,નો,Stuff,Stuff,,,
,પેસિફિક,,,,,,,
,મહાસાગરના,,ના,Locus,Gestalt,,,
,કોઈ,,,,,,,
,એકાદ,,,,,,,
,ટાપુ,,,,,,,
,પર,,પર,Locus,Locus,,,
,ઢગલો,,,,,,,
,થઇ,,,,,,,
,શકે,,,,,,,
,.,,,,,,,
,,,,,,,,
7,જોકે,,,,,,,
,આવું,,,,,,,
,તમે,,,,,,,
,વડિલોને,,ને,Recipient,Recipient,,,
,કહો,,,,,,,
,તો,,તો,`,,,,
,એ,,,,,,,
,લોકો,,,,,,,
,નહીં,,,,,,,
,જ,,જ,Focus,Focus,,,
,માને,,,,,,,
,.,,,,,,,
,,,,,,,,
8,એમને,,ને,Experiencer,Recipient,,,
,એવા,,,,,,,
,ભ્રમ,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,આપણે,,એ,Agent,Agent,,,
,ઘણી,,,,,,,
,બધી,,,,,,,
,જગ્યા,,,,,,,
,પર,,પર,Locus,Locus,,,
,છવાયેલા,,,,,,,
,છીએ,,,,,,,
,.,,,,,,,
,,,,,,,,
9,એ,,,,,,,
,લોકો,,,,,,,
,પોતાને,,ને,Theme,Theme,,,
,બોઆબ,,,,,,,
,--,,,,,,,
,પેલા,,,,,,,
,જંગલી,,,,,,,
,તોતીંગ,,,,,,,
,વૃક્ષ,,,,,,,
,--,,,,,,,
,જેવા,,જેવા,ComparisonRef,ComparisonRef,,,
,જ,,જ,Focus,Focus,,,
,મહત્ત્વનાં,,નાં,Characteristic,Characteristic,,,
,માને,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
10,પછી,,,,,,,
,તમારે,,એ,Originator,Agent,,,
,એમને,,ને,Recipient,Recipient,,,
,ગણતરીઓ,,,,,,,
,કરવા,,,,,,,
,માટે,,માટે,Purpose,Purpose,,,
,જ,,જ,Focus,Focus,,,
,કહેવું,,,,,,,
,.,,,,,,,
,,,,,,,,
11,આમેય,,ય,Focus,Focus,,,
,વડિલોને,,ને,Experiencer,Recipient,,,
,ગણતરીઓ,,,,,,,
,કરવી,,,,,,,
,ખૂબ,,,,,,,
,ગમે,,,,,,,
,.,,,,,,,
,,,,,,,,
12,એટલે,,,,,,,
,એમને,,ને,Experiencer,Recipient,,,
,એ,,,,,,,
,કામમાં,,માં,Stimulus,Circumstance,,,
,મઝાય,,,,,,,
,આવે,,,,,,,
,.,,,,,,,
,,,,,,,,
13,પણ,,પણ,`,,,,
,હે,,,,,,,
,વાચક,,,,,,,
,",",,,,,,,
,તું,,,,,,,
,આવા,,,,,,,
,કામોમાં,,માં,Circumstance,Circumstance,,,
,તારો,,નું,Possessor,Possessor,,,
,વખત,,,,,,,
,બગાડીશ,,,,,,,
,નહીં,,,,,,,
,.,,,,,,,
,,,,,,,,
14,એની,,ની,Theme,Theme,,,
,કાંઈ,,,,,,,
,જરૂર,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
15,તું,,,,,,,
,તો,,તો,Focus,Focus,,,
,મારું,,નું,Originator,Gestalt,,,
,કહ્યું,,,,,,,
,જરૂર,,,,,,,
,માનીશ,,,,,,,
,.,,,,,,,
,,,,,,,,
16,કારણકે,,,,,,,
,",",,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,ખબર,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,તને,,ને,Experiencer,Recipient,,,
,મારામાં,,માં,Theme,Theme,,,
,રસ,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
17,હવે,,,,,,,
,આગળ,,,,,,,
,.,,,,,,,
,,,,,,,,
18,આપણો,,નો,SocialRel,Gestalt,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,જ્યારે,,,,,,,
,પૃથ્વી,,,,,,,
,પર,,પર,Goal,Locus,,,
,આવ્યો,,,,,,,
,ત્યારે,,,,,,,
,એને,,ને,Experiencer,Recipient,,,
,કોઈ,,,,,,,
,દેખાયું,,,,,,,
,નહીં,,,,,,,
,.,,,,,,,
,,,,,,,,
19,એટલે,,,,,,,
,એને,,ને,Experiencer,Recipient,,,
,તો,,તો,Focus,Focus,,,
,નવાઈ,,,,,,,
,લાગી,,,,,,,
,.,,,,,,,
,,,,,,,,
20,એને,,ને,Experiencer,Recipient,,,
,તો,,તો,Focus,Focus,,,
,એમ,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,ડર,,,,,,,
,લાગવા,,,,,,,
,માંડ્યો,,,,,,,
,કે,,,,,,,
,એ,,,,,,,
,ભૂલથી,,થી,Manner,Manner,,,
,કોઈ,,,,,,,
,બીજા,,,,,,,
,જ,,જ,Focus,Focus,,,
,ગ્રહ,,,,,,,
,પર,,પર,Goal,Locus,,,
,તો,,તો,Focus,Focus,,,
,નથી,,,,,,,
,આવી,,,,,,,
,પહોંચ્યો,,,,,,,
,ને,,,,,,,
,!,,,,,,,
,એટલામાં,,માં,Duration,Duration,,,
,રેતીમાં,,માં,Locus,Locus,,,
,રૂપેરી,,,,,,,
,ચાંદરણા,,,,,,,
,જેવું,,જેવું,Characteristic,ComparisonRef,,,
,કાંઈક,,,,,,,
,ચમક્યું,,,,,,,
,…,,,,,,,
,સરક્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
21,“,,,,,,,
,નમસ્તે,,,,,,,
,“,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
22,“,,,,,,,
,નમસ્તે,,,,,,,
,“,,,,,,,
,સાપે,,એ,Originator,Agent,,,
,જવાબ,,,,,,,
,આપ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
23,“,,,,,,,
,આ,,,,,,,
,કયો,,,,,,,
,ગ્રહ,,,,,,,
,છે,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
24,“,,,,,,,
,આ,,,,,,,
,પૃથ્વી,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
25,તું,,,,,,,
,આફ્રિકામાં,,માં,Goal,Locus,,,
,આવ્યો,,,,,,,
,છે,,,,,,,
,",",,,,,,,
,“,,,,,,,
,પેલા,,,,,,,
,સાપે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
26,“,,,,,,,
,એમ,,,,,,,
,?,,,,,,,
,તો,,તો,`,,,,
,પૃથ્વી,,,,,,,
,પર,,પર,Locus,Locus,,,
,કોઈ,,,,,,,
,માણસો,,,,,,,
,નથી,,,,,,,
,?,,,,,,,
,”,,,,,,,
,,,,,,,,
27,“,,,,,,,
,આ,,,,,,,
,તે,,તે,Focus,Focus,,,
,રણપ્રદેશ,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
28,અહીં,,,,,,,
,માણસો,,,,,,,
,ન,,,,,,,
,રહે,,,,,,,
,.,,,,,,,
,,,,,,,,
29,અને,,,,,,,
,પૃથ્વી,,,,,,,
,તો,,તો,Focus,Focus,,,
,બહુ,,,,,,,
,જ,,જ,Focus,Focus,,,
,વિશાળ,,,,,,,
,જગ્યા,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
30,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,એક,,,,,,,
,મોટા,,,,,,,
,પથ્થર,,,,,,,
,પર,,પર,Goal,Locus,,,
,બેસી,,,,,,,
,ગયો,,,,,,,
,.,,,,,,,
,,,,,,,,
31,થોડીવાર,,,,,,,
,સુધી,,સુધી,Duration,Duration,,,
,તે,,તે,Focus,Focus,,,
,આકાશ,,,,,,,
,તરફ,,તરફ,Direction,Direction,,,
,તાકી,,,,,,,
,રહ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
32,“,,,,,,,
,બધા,,,,,,,
,પોતપોતાનો,,નો,Possessor,Possessor,,,
,તારો,,,,,,,
,શોધી,,,,,,,
,શકે,,,,,,,
,એટલા,,,,,,,
,માટે,,માટે,Explanation,Explanation,,,
,કદાચ,,,,,,,
,આકાશમાં,,માં,Locus,Locus,,,
,આ,,,,,,,
,તારલાઓને,,ને,Theme,Theme,,,
,ઝૂમતા,,,,,,,
,રાખ્યા,,,,,,,
,હોવા,,,,,,,
,જોઈએ,,,,,,,
,“,,,,,,,
,",",,,,,,,
,એણે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
33,“,,,,,,,
,…,,,,,,,
,જો,,,,,,,
,",",,,,,,,
,પેલો,,,,,,,
,મારો,,નો,Gestalt,Gestalt,,,
,ગ્રહ,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
34,એકદમ,,,,,,,
,આપણા,,ના,Whole,Whole,,,
,માથા,,,,,,,
,પર,,પર,Direction,Locus,,,
,જ,,જ,Focus,Focus,,,
,.,,,,,,,
,,,,,,,,
35,પણ,,પણ,`,,,,
,કેટલો,,,,,,,
,દૂર,,,,,,,
,છે,,,,,,,
,!,,,,,,,
,“,,,,,,,
,.,,,,,,,
,,,,,,,,
36,“,,,,,,,
,સુંદર,,,,,,,
,!,,,,,,,
,“,,,,,,,
,સાપે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,તું,,,,,,,
,અહીં,,,,,,,
,કેમ,,,,,,,
,આવ્યો,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
37,“,,,,,,,
,સાચું,,,,,,,
,કહું,,,,,,,
,તો,,તો,`,,,,
,મારે,,એ,Agent,Agent,,,
,ફૂલ,,,,,,,
,સાથે,,સાથે,Agent,Ancillary,,,
,થોડોક,,,,,,,
,ઝઘડો,,,,,,,
,થયો,,,,,,,
,છે,,,,,,,
,",",,,,,,,
,”,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
38,“,,,,,,,
,અરેરે,,,,,,,
,!,,,,,,,
,“,,,,,,,
,સાપે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
39,અને,,,,,,,
,બંને,,,,,,,
,ચૂપ,,,,,,,
,થઈ,,,,,,,
,ગયા,,,,,,,
,.,,,,,,,
,,,,,,,,
40,“,,,,,,,
