Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,﻿જેમ,,,,,,,
,જેમ,,,,,,,
,દિવસો,,,,,,,
,પસાર,,,,,,,
,થતા,,,,,,,
,ગયા,,,,,,,
,તેમ,,,,,,,
,તેમ,,,,,,,
,મેં,,એ,Experiencer,Agent,,,
,નાનકડા,,,,,,,
,રાજકુમારના,,ના,Gestalt,Gestalt,,,
,ગ્રહ,,,,,,,
,વિશે,,વિશે,Topic,Topic,,,
,",",,,,,,,
,ત્યાંથી,,થી,Source,Source,,,
,એ,,,,,,,
,અહીં,,,,,,,
,પૃથ્વી,,,,,,,
,પર,,પર,Goal,Locus,,,
,કેવી,,,,,,,
,રીતે,,એ,Manner,Manner,,,
,આવ્યો,,,,,,,
,તે,,,,,,,
,વિશે,,વિશે,Topic,Topic,,,
,અને,,,,,,,
,એની,,ની,Theme,Gestalt,,,Sp. 6.1
,મુસાફરી,,,,,,,
,વગેરે,,,,,,,
,વિશે,,વિશે,Topic,Topic,,,
,થોડું,,,,,,,
,થોડું,,,,,,,
,જાણી,,,,,,,
,લીધું,,,,,,,
,.,,,,,,,
,,,,,,,,
2,આ,,,,,,,
,બધી,,,,,,,
,માહિતી,,,,,,,
,એની,,ની,Ancillary,Ancillary,1:1,,
,સાથેની,,સાથેની,,,1:2,,
,વાતોમાંથી,,માંથી,Source,Source,,,
,હું,,,,,,,
,ખૂબ,,,,,,,
,ધીમે,,,,,,,
,ધીમે,,,,,,,
,ભેગી,,,,,,,
,કરી,,,,,,,
,શકયો,,,,,,,
,.,,,,,,,
,,,,,,,,
3,અમે,,,,,,,
,એકબીજાને,,ને,Theme,Recipient,,,
,મળ્યાં,,,,,,,
,તેને,,ને,StartTime,StartTime,,,
,ત્રીજે,,,,,,,
,દિવસે,,એ,Time,Time,,,
,એણે,,એ,Originator,Agent,,,
,બાઓબાબ,,,,,,,
,નામનું,,નું,Characteristic,Characteristic,,,
,(,,,,,,,
,જંગલી,,,,,,,
,તોતીંગ,,,,,,,
,),,,,,,,
,કેવું,,,,,,,
,નુકસાન,,,,,,,
,કરે,,,,,,,
,છે,,,,,,,
,તેની,,ની,Topic,Topic,,,
,વાત,,,,,,,
,કરી,,,,,,,
,.,,,,,,,
,,,,,,,,
4,આ,,,,,,,
,વખતે,,એ,Time,Time,,,
,ફરીથી,,થી,Frequency,Frequency,,,
,મારે,,એ,Experiencer,Agent,,,
,ઘેટાંનો,,નો,Theme,Theme,,,
,જ,,જ,Focus,Focus,,,
,આભાર,,,,,,,
,માનવાનો,,,,,,,
,હતો,,,,,,,
,.,,,,,,,
,,,,,,,,
5,કારણકે,,,,,,,
,એ,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,Erg
,એકદમ,,,,,,,
,મને,,ને,Recipient,Recipient,,,
,પૂછ્યું,,,,,,,
,--,,,,,,,
,જાણે,,,,,,,
,કોઈ,,,,,,,
,ભારે,,,,,,,
,શંકામાં,,માં,Characteristic,Locus,,,
,હોય,,,,,,,
,એ,,,,,,,
,રીતે,,એ,Manner,Manner,,,
,“,,,,,,,
,ધેટાં,,,,,,,
,તણખલાંનું,,નું,Stuff,Stuff,,,
,ઘાસ,,,,,,,
,ખાય,,,,,,,
,",",,,,,,,
,ખરું,,,,,,,
,ને,,,,,,,
,?,,,,,,,
