Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,એટલામાં,,માં,Duration,Duration,,,
,ત્યાં,,,,,,,
,એક,,,,,,,
,શિયાળ,,,,,,,
,આવ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
2,“,,,,,,,
,નમસ્તે,,,,,,,
,“,,,,,,,
,શિયાળે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
3,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Experiencer,Agent,,,
,આજુબાજુ,,,,,,,
,જોયું,,,,,,,
,પણ,,પણ,`,,,,
,એને,,ને,Experiencer,Recipient,,,
,કોઇ,,,,,,,
,દેખાયું,,,,,,,
,નહીં,,,,,,,
,.,,,,,,,
,,,,,,,,
4,છતાંય,,ય,Focus,Focus,,,
,એણે,,એ,Originator,Agent,,,
,નમ્રતાથી,,થી,Manner,Manner,,,
,જવાબ,,,,,,,
,આપ્યો,,,,,,,
,",",,,,,,,
,“,,,,,,,
,નમસ્તે,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
5,“,,,,,,,
,હું,,,,,,,
,અહીં,,,,,,,
,સફરજનના,,ના,Identity,Identity,,,
,ઝાડની,,ની,Locus,Locus,1:1,,
,નીચે,,નીચે,,,1:2,,
,છું,,,,,,,
,“,,,,,,,
,",",,,,,,,
,અવાજ,,,,,,,
,આવ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
6,“,,,,,,,
,તું,,,,,,,
,કાણ,,,,,,,
,છે,,,,,,,
,?,,,,,,,
,“,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,પૂછ્યું,,,,,,,
,",",,,,,,,
,અને,,,,,,,
,તરત,,,,,,,
,જ,,જ,Focus,Focus,,,
,ઉમેર્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,તુ,,,,,,,
,બહું,,,,,,,
,જ,,જ,Focus,Focus,,,
,સરસ,,,,,,,
,દેખાય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
7,“,,,,,,,
,હું,,,,,,,
,શિયાળ,,,,,,,
,છું,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
8,“,,,,,,,
,મારી,,ની,Agent,Ancillary,1:1,,
,સાથે,,સાથે,,,1:2,,
,રમ,,,,,,,
,ને,,,,,,,
,!,,,,,,,
,હું,,,,,,,
,બહું,,,,,,,
,દુ:ખી,,,,,,,
,છું,,,,,,,
,",",,,,,,,
,"""",,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
9,“,,,,,,,
,પણ,,પણ,`,,,,
,હું,,,,,,,
,તારી,,ની,Agent,Ancillary,1:1,,
,સાથે,,સાથે,,,1:2,,
,રમી,,,,,,,
,ના,,,,,,,
,શકું,,,,,,,
,.,,,,,,,
,,,,,,,,
10,હું,,,,,,,
,પાળેલું,,,,,,,
,શિયાળ,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
11,“,,,,,,,
,ઓહ,,,,,,,
,!,,,,,,,
,માફ,,,,,,,
,કરજે,,,,,,,
,.,,,,,,,
,,,,,,,,
12,પછી,,,,,,,
,થોડીક,,,,,,,
,વારે,,એ,Time,Time,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,પૂછ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,પાળેલું,,,,,,,
,---,,,,,,,
,એટલે,,,,,,,
,શું,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
13,“,,,,,,,
,તું,,,,,,,
,અહીંયાનો,,નો,Org,Gestalt,,,
,નથી,,,,,,,
,લાગતો,,,,,,,
,",",,,,,,,
,કેમ,,,,,,,
,ખરૂં,,,,,,,
,ને,,,,,,,
,?,,,,,,,
,“,,,,,,,
,શિયાળે,,એ,Originator,Agent,,,
,પૂછ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,તું,,,,,,,
,અહીં,,,,,,,
,શું,,,,,,,
,શોધવા,,,,,,,
,આવ્યો,,,,,,,
,છે,,,,,,,
,?,,,,,,,
,”,,,,,,,
,,,,,,,,
14,“,,,,,,,
,માણસો,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
15,પછી,,,,,,,
,તરત,,,,,,,
,જ,,જ,Focus,Focus,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,પૂછ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,પાળેલું,,,,,,,
,એટલે,,,,,,,
,શું,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
16,“,,,,,,,
,માણસો,,,,,,,
,બંદૂક,,,,,,,
,રાખે,,,,,,,
,અને,,,,,,,
,શિકાર,,,,,,,
,કરે,,,,,,,
,.,,,,,,,
,,,,,,,,
17,આ,,,,,,,
,બધું,,,,,,,
,ખોટું,,,,,,,
,કહેવાય,,,,,,,
,.,,,,,,,
,,,,,,,,
18,એ,,,,,,,
,લોકો,,,,,,,
,મરઘીના,,ના,SocialRel,Gestalt,,,
,બચ્ચાં,,,,,,,
,પાળે,,,,,,,
,માણસોને,,ને,Experiencer,Recipient,,,
,બસ,,,,,,,
,આવું,,,,,,,
,બધું,,,,,,,
,જ,,જ,Focus,Focus,,,
,કરવું,,,,,,,
,ગમે,,,,,,,
,.,,,,,,,
,,,,,,,,
19,તારે,,ને,Experiencer,Recipient,,,
,મરઘીના,,ના,SocialRel,Gestalt,,,
,બચ્ચાં,,,,,,,
,જોઈએ,,,,,,,
,છે,,,,,,,
,?,,,,,,,
,”,,,,,,,
,,,,,,,,
20,“,,,,,,,
,ના,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
21,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,મારે,,ને,Experiencer,Recipient,,,
,દોસ્ત,,,,,,,
,જોઈએ,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
22,પણ,,પણ,`,,,,
,આ,,,,,,,
,“,,,,,,,
,પાળેલું,,,,,,,
,”,,,,,,,
,નો,,નો,Topic,Topic,,,
,અર્થ,,,,,,,
,શું,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
23,“,,,,,,,
,સાધારણ,,,,,,,
,રીતે,,રીતે,Manner,Manner,,,
,એ,,,,,,,
,ક્રિયા,,,,,,,
,પ્રત્યે,,પ્રત્યે,Topic,Topic,,,
,આપણે,,,,,,,
,બધા,,,,,,,
,ખૂબ,,,,,,,
,બેદરકાર,,,,,,,
,રહીએ,,,,,,,
,છીએ,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
24,શિયાળે,,એ,Originator,Agent,,,
,આગળ,,,,,,,
,ચલાવ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,પાળવું,,,,,,,
,એટલે,,,,,,,
,સંબંધ,,,,,,,
,બાંધવો,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
25,“,,,,,,,
,સંબંધ,,,,,,,
,બાંધવો,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
26,“,,,,,,,
,બરાબર,,,,,,,
,.,,,,,,,
,,,,,,,,
27,જેમ,,,,,,,
,કે,,,,,,,
,મારે,,ને,Experiencer,Beneficiary,1:1,,
,માટે,,માટે,,,1:2,,
,હમણાં,,,,,,,
,તું,,,,,,,
,બીજા,,,,,,,
,હજારો,,,,,,,
,છોકરાઓ,,,,,,,
,જેવો,,જેવો,ComparisonRef,ComparisonRef,,,
,જ,,જ,Focus,Focus,,,
,એક,,,,,,,
,છોકરો,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
28,એથી,,થી,ComparisonRef,ComparisonRef,,,
,વધુ,,,,,,,
,કાંઈ,,,,,,,
,નહીં,,,,,,,
,.,,,,,,,
,,,,,,,,
29,અને,,,,,,,
,મારે,,ને,Experiencer,Recipient,,,
,તારી,,ની,Stimulus,Theme,,,
,કાંઈ,,,,,,,
,જ,,જ,Focus,Focus,,,
,જરૂર,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
30,પણ,,પણ,`,,,,
,જો,,,,,,,
,તું,,,,,,,
,મને,,ને,Theme,Theme,,,
,પાળે,,,,,,,
,તો,,તો,`,,,,
,આપણને,,ને,Experiencer,Recipient,,,
,એક,,,,,,,
,બીજાની,,ની,Stimulus,Theme,,,
,જરૂર,,,,,,,
,લાગવા,,,,,,,
,માંડે,,,,,,,
,.,,,,,,,
,,,,,,,,
31,પછી,,,,,,,
,મારે,,ને,Experiencer,Beneficiary,1:1,,
,માટે,,માટે,,,1:2,,
,તું,,,,,,,
,આ,,,,,,,
,દુનિયામાં,,માં,Locus,Locus,,,
,એક,,,,,,,
,જુદો,,,,,,,
,જ,,જ,Focus,Focus,,,
,છોકરો,,,,,,,
,હોઈશ,,,,,,,
,",",,,,,,,
,અને,,,,,,,
,તારે,,ને,Experiencer,Beneficiary,2:1,,
,માટે,,માટે,,,2:2,,
,પણ,,પણ,Focus,Focus,,,
,હું,,,,,,,
,એક,,,,,,,
,ખાસ,,,,,,,
,ખાસ,,,,,,,
,શિયાળ,,,,,,,
,બનીશ,,,,,,,
,…,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
32,“,,,,,,,
,હં,,,,,,,
,...,,,,,,,
,હવે,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,થોડુંક,,,,,,,
,થોડુંક,,,,,,,
,સમજાય,,,,,,,
,છે,,,,,,,
,“,,,,,,,
,",",,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
33,“,,,,,,,
,પેલા,,,,,,,
,ફૂલે,,એ,Agent,Agent,,,
,...,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,હવે,,,,,,,
,લાગે,,,,,,,
,છે,,,,,,,
,...,,,,,,,
,કે,,,,,,,
,એણે,,એ,Agent,Agent,,,
,મને,,ને,Theme,Theme,,,
,પાળ્યો,,,,,,,
,છે,,,,,,,
,…,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
34,“,,,,,,,
,શકય,,,,,,,
,છે,,,,,,,
,“,,,,,,,
,",",,,,,,,
,શિયાળે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,પૃથ્વી,,,,,,,
,પર,,પર,Locus,Locus,,,
,આવું,,,,,,,
,બધું,,,,,,,
,જ,,જ,Focus,Focus,,,
,શકય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
35,“,,,,,,,
,પણ,,પણ,`,,,,
,આ,,,,,,,
,પૃથ્વી,,,,,,,
,પરની,,પરની,Topic,Locus,,,Ex. Gujarati
,વાત,,,,,,,
,નથી,,,,,,,
,”,,,,,,,
,",",,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
36,શિયાળ,,,,,,,
,જરાક,,,,,,,
,ગૂંચવાતું,,,,,,,
,હોય,,,,,,,
,એમ,,,,,,,
,લાગ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
37,એને,,ને,Experiencer,Recipient,,,
,નાનકડા,,,,,,,
,રાજકુમાર,,,,,,,
,વિષે,,વિષે,Stimulus,Topic,,,
,વધુ,,,,,,,
,જાણવાની,,,,,,,
,તાલાવેલી,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,થઈ,,,,,,,
,.,,,,,,,
,,,,,,,,
38,“,,,,,,,
,બીજા,,,,,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
39,"""",,,,,,,
,હા,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
40,“,,,,,,,
,એ,,,,,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,શિકારીઓ,,,,,,,
,છે,,,,,,,
,?,,,,,,,
,“,,,,,,,
