Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,મને,,ને,Experiencer,Recipient,,,
,લાગે,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,એના,,ના,Gestalt,Gestalt,,,See Resolution of this in previous chapters
,ગ્રહ,,,,,,,
,પરથી,,પરથી,Source,Source,,,
,અહીં,,,,,,,
,આવવા,,,,,,,
,માટે,,માટે,Purpose,Purpose,,,
,એ,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Agent,Agent,,,
,ઋતુ,,,,,,,
,પ્રમાણે,,પ્રમાણે,Manner,Manner,,,
,મુસાફરી,,,,,,,
,કરતાં,,,,,,,
,પંખીઓની,,ની,Agent,Gestalt,,,"See Eng Ex.202, Instrument?"
,મદદ,,,,,,,
,લીધી,,,,,,,
,હોવી,,,,,,,
,જોઈએ,,,,,,,
,.,,,,,,,
,,,,,,,,
2,પૃથ્વી,,,,,,,
,પર,,પર,Goal,Locus,,,
,આવતા,,,,,,,
,પહેલાં,,પહેલાં,Time,Time,,,
,એણે,,એ,Agent,Agent,,,
,પોતાનો,,નો,Gestalt,Gestalt,,,See Resolution of this in previous chapters
,ગ્રહ,,,,,,,
,ઠીકઠાક,,,,,,,
,કર્યો,,,,,,,
,હતો,,,,,,,
,એવું,,,,,,,
,એની,,ની,Originator,Gestalt,,,
,વાતો,,,,,,,
,પરથી,,પરથી,Explanation,Source,,,
,લાગતું,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
3,એણે,,એ,Agent,Agent,,,
,જ્વાળામુખીઓ,,,,,,,
,સાફ,,,,,,,
,કરી,,,,,,,
,દીધા,,,,,,,
,હતા,,,,,,,
,.,,,,,,,
,,,,,,,,
4,એના,,ના,Gestalt,Gestalt,,,See Resolution of this in previous chapters
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,બે,,,,,,,
,સક્રીય,,,,,,,
,જીવતા,,,,,,,
,જ્વાળામુખી,,,,,,,
,હતા,,,,,,,
,.,,,,,,,
,,,,,,,,
5,એમના,,ના,Locus,Locus,1:1,,
,પર,,પર,,,1:2,,
,સવારનો,,નો,Time,Time,,,
,નાસ્તો,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,બનાવી,,,,,,,
,લેતો,,,,,,,
,.,,,,,,,
,,,,,,,,
6,વળી,,,,,,,
,ત્યાં,,,,,,,
,એક,,,,,,,
,સુષુમ,,,,,,,
,",",,,,,,,
,સૂઈ,,,,,,,
,રહેલો,,,,,,,
,",",,,,,,,
,જ્વાળામુખી,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,હતો,,,,,,,
,.,,,,,,,
,,,,,,,,
7,રાજકુમારને,,ને,Originator,Recipient,,,
,થયું,,,,,,,
,:,,,,,,,
,“,,,,,,,
,કોણ,,,,,,,
,જાણે,,,,,,,
,એ,,,,,,,
,ક્યારે,,,,,,,
,ફાટી,,,,,,,
,નીકળે,,,,,,,
,!,,,,,,,
,”,,,,,,,
,એટલે,,,,,,,
,એણે,,એ,Agent,Agent,,,
,એ,,,,,,,
,સૂતેલા,,,,,,,
,જ્વાળામુખીની,,ની,Theme,Theme,,,
,પણ,,પણ,Focus,Focus,,,
,સફાઈ,,,,,,,
,કરી,,,,,,,
,નાખી,,,,,,,
,.,,,,,,,
,,,,,,,,
8,જો,,,,,,,
,જ્વાળામુખીને,,ને,Theme,Theme,,,
,નિયમિત,,,,,,,
,રીતે,,રીતે,Frequency,Manner,,,Pretty sure about this. Is there an argument for Frequency. The frequency though is carried by નિયમિત.
,સાફ,,,,,,,
,કરતા,,,,,,,
,રહીએ,,,,,,,
,તો,,તો,`,,,,
,એ,,,,,,,
,ધીમે,,,,,,,
,ધીમે,,,,,,,
,બળતો,,,,,,,
,રહે,,,,,,,
,અને,,,,,,,
,કાંઈ,,,,,,,
,નુકસાન,,,,,,,
,ન,,,,,,,
,કરે,,,,,,,
,.,,,,,,,
,,,,,,,,
9,અલબત્ત,,,,,,,
,આપણે,,એ,Experiencer,Agent,,,
,જાણીએ,,,,,,,
,છીએ,,,,,,,
,કે,,,,,,,
,ધૂમાડિયામાંથી,,માંથી,Source,Source,,,
,જેમ,,જેમ,ComparisonRef,ComparisonRef,,,
,આગ,,,,,,,
,",",,,,,,,
,ભડકા,,,,,,,
,અને,,,,,,,
,ધૂમાડો,,,,,,,
,નીકળે,,,,,,,
,એમ,,,,,,,
,જ્વાળામુખી,,,,,,,
,બળતા,,,,,,,
