Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,﻿નાનકડા,,,,,,,
,રાજકુમારે,,એ,Agent,Agent,,,
,આખુંય,,ય,Focus,Focus,,,
,રણ,,,,,,,
,પાર,,પાર,Path,Path,,,
,કરતાં,,,,,,,
,સુધીમાં,,સુધીમાં,Duration,Duration,,,
,ફકત,,,,,,,
,એક,,,,,,,
,જ,,જ,Focus,Focus,,,
,ફૂલ,,,,,,,
,જોયું,,,,,,,
,એ,,,,,,,
,ફૂલને,,ને,Whole,Theme,,,
,પણ,,પણ,Focus,Focus,,,
,ત્રણ,,,,,,,
,જ,,જ,Focus,Focus,,,
,પાંદડીઓ,,,,,,,
,હતી,,,,,,,
,.,,,,,,,
,,,,,,,,
2,કોઈ,,,,,,,
,અર્થ,,,,,,,
,વિનાનું,,નું,Characteristic,Characteristic,,,
,ફૂલ,,,,,,,
,.,,,,,,,
,,,,,,,,
3,“,,,,,,,
,નમસ્તે,,,,,,,
,“,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
4,“નમસ્તે,,,,,,,
,“,,,,,,,
,પેલા,,,,,,,
,ફૂલે,,એ,Originator,Agent,,,
,જવાબ,,,,,,,
,આપ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
5,“,,,,,,,
,કોઈ,,,,,,,
,માણસ,,,,,,,
,કેમ,,,,,,,
,દેખાતો,,,,,,,
,નથી,,,,,,,
,?,,,,,,,
,“,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,નમ્રતાથી,,થી,Manner,Manner,,,
,પૂછ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
6,એ,,,,,,,
,ફૂલે,,એ,Experiencer,Agent,,,
,ઘણા,,,,,,,
,વખત,,,,,,,
,પહેલાં,,પહેલાં,Time,Time,,,
,એક,,,,,,,
,વણઝારને,,ને,Stimulus,Theme,,,
,એ,,,,,,,
,રણમાંથી,,માંથી,Path,Source,,,Argument for Locus?
,પસાર,,,,,,,
,થતાં,,,,,,,
,જોઈ,,,,,,,
,હતી,,,,,,,
,.,,,,,,,
,,,,,,,,
7,“,,,,,,,
,માણસો,,,,,,,
,?,,,,,,,
,“,,,,,,,
,ફૂલે,,એ,Originator,Agent,,,
,પડઘો,,,,,,,
,પાડ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
8,“,,,,,,,
,મને,,ને,Experiencer,Agent,,,
,લાગે,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,સાત,,,,,,,
,આઠ,,,,,,,
,લોકો,,,,,,,
,હોવા,,,,,,,
,જોઈએ,,,,,,,
,.,,,,,,,
,,,,,,,,
9,ઘણાં,,,,,,,
,વર્ષો,,,,,,,
,પહેલાં,,પહેલાં,Time,Interval,,,
,મેં,,એ,Experiencer,Agent,,,
,એમને,,ને,Stimulus,Theme,,,
,જોયા,,,,,,,
,હતા,,,,,,,
,.,,,,,,,
,,,,,,,,
10,પણ,,,,,,,
,એમને,,ને,Theme,Theme,,,
,ક્યાં,,,,,,,
,શેધવા,,,,,,,
,?,,,,,,,
,,,,,,,,
11,પવને,,એ,Agent,Agent,,,
,ક્યાંક,,,,,,,
,ફંગોળી,,,,,,,
,દીધા,,,,,,,
,હશે,,,,,,,
,.,,,,,,,
,,,,,,,,
12,માણસોને,,ને,Whole,Theme,,,
,કોઈ,,,,,,,
,મૂળિયાં,,,,,,,
,હોતાં,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
13,એટલે,,,,,,,
,જ,,જ,Focus,Focus,,,
,એમનું,,નું,Theme,Gestalt,,,
,જીવન,,,,,,,
,બહુ,,,,,,,
,અઘરું,,,,,,,
,બની,,,,,,,
,જાય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
14,“,,,,,,,
,આવજે,,,,,,,
,”,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
15,“,,,,,,,
,આવજે,,,,,,,
,”,,,,,,,
,ફૂલે,,એ,Originator,Agent,,,
,જવાબ,,,,,,,
,દીધો,,,,,,,
,.,,,,,,,
