Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,﻿ઓહ,,,,,,,
,ટચૂકડા,,,,,,,
,રાજકુમાર,,,,,,,
,!,,,,,,,
,ધીરે,,,,,,,
,ધીરે,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,તારા,,ના,Theme,Gestalt,,,Ex.218
,જીવનનાં,,નાં,Topic,Topic,,,
,રહસ્યો,,,,,,,
,સમજાવા,,,,,,,
,લાગ્યાં,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
2,સૂર્યાસ્ત,,,,,,,
,સામે,,સામે,Direction,Direction,,,
,જોતા,,,,,,,
,બેસી,,,,,,,
,રહેવું,,,,,,,
,એ,,,,,,,
,જ,,જ,Focus,Focus,,,
,ઘણાં,,,,,,,
,લાંબા,,,,,,,
,સમય,,,,,,,
,સુધી,,સુધી,Duration,EndTime,,,
,તારું,,નું,Gestalt,Gestalt,,,
,કાર્ય,,,,,,,
,રહ્યું,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
3,આ,,,,,,,
,વાતની,,ની,Topic,Topic,,,
,મને,,ને,Experiencer,Recipient,,,
,આપણે,,,,,,,
,ચોથા,,,,,,,
,દિવસે,,એ,Time,Time,,,
,મળ્યા,,,,,,,
,ત્યારે,,,,,,,
,ખબર,,,,,,,
,પડી,,,,,,,
,",",,,,,,,
,જ્યારે,,,,,,,
,તેં,,એ,Originator,Agent,,,
,મને,,ને,Recipient,Recipient,,,
,કહ્યું,,,,,,,
,:,,,,,,,
,.,,,,,,,
,,,,,,,,
4,“,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,સૂર્યાસ્ત,,,,,,,
,જોવો,,,,,,,
,બહું,,,,,,,
,ગમે,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
5,ચાલ,,,,,,,
,આપણે,,,,,,,
,ડૂબતો,,,,,,,
,સૂરજ,,,,,,,
,જોવાં,,,,,,,
,જઈએ,,,,,,,
,”,,,,,,,
,.,,,,,,,
,,,,,,,,
6,“,,,,,,,
,પણ,,પણ,`,,,,
,આપણે,,,,,,,
,રાહ,,,,,,,
,જોવી,,,,,,,
,પડશે,,,,,,,
,",",,,,,,,
,”,,,,,,,
,મેં,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
7,“,,,,,,,
,રાહ,,,,,,,
,?,,,,,,,
,“,,,,,,,
,"""",,,,,,,
,શાની,,ની,Theme,Theme,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
8,“,,,,,,,
,સૂર્યાસ્તની,,ની,Theme,Theme,,,
,.,,,,,,,
,એનો,,નો,Theme,Theme,,,Ex. Time for something
,સમય,,,,,,,
,થાય,,,,,,,
,ત્યાં,,,,,,,
,સુધી,,સુધી,EndTime,EndTime,,,
,”,,,,,,,
,.,,,,,,,
,,,,,,,,
9,પહેલાં,,,,,,,
,",",,,,,,,
,તું,,,,,,,
,નવાઈ,,,,,,,
,પામ્યો,,,,,,,
,હોય,,,,,,,
,એમ,,,,,,,
,લાગ્યુ,,,,,,,
,.,,,,,,,
,,,,,,,,
10,પછી,,,,,,,
,તું,,,,,,,
,એકલો,,,,,,,
,જ,,જ,Focus,Focus,,,
,ખડખડાટ,,,,,,,
,હસવા,,,,,,,
,માંડયો,,,,,,,
,.,,,,,,,
,,,,,,,,
11,તેં,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,:,,,,,,,
,“,,,,,,,
,હું,,,,,,,
,તો,,તો,Focus,Focus,,,
,જાણે,,,,,,,
,મારા,,,,,,,
,પોતાના,,ના,Possessor,Possessor,,,reflexive pronoun
,ઘરમાં,,માં,Locus,Locus,,,
,જ,,જ,Focus,Focus,,,
,હોઉં,,,,,,,
,એમ,,,,,,,
,વિચારું,,,,,,,
,છું,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
12,ખરેખર,,,,,,,
,જ,,જ,Focus,Focus,,,
,આપણે,,,,,,,
,બધાં,,,,,,,
,જાણીએ,,,,,,,
,છીએ,,,,,,,
,કે,,,,,,,
,જયારે,,,,,,,
,યુરોપમાં,,માં,Locus,Locus,,,
,બપોર,,,,,,,
,હોય,,,,,,,
,ત્યારે,,,,,,,
,ભારતમાં,,માં,Locus,Locus,,,
,સૂર્ય,,,,,,,
,ડૂબી,,,,,,,
,રહ્યો,,,,,,,
,હોય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
13,જો,,,,,,,
,તમે,,,,,,,
,એકાદ,,,,,,,
,મિનિટમાં,,માં,Duration,Duration,,,
,યુરોપથી,,થી,Source,Source,,,
,ઉડીને,,,,,,,
,ભારત,,,,,,,
,પહોંચી,,,,,,,
,શકો,,,,,,,
,તો,,તો,`,,,,
,એ,,,,,,,
,સૂર્યાસ્ત,,,,,,,
,જોઈ,,,,,,,
,શકો,,,,,,,
,.,,,,,,,
,,,,,,,,
14,એક,,,,,,,
,જ,,જ,Focus,Focus,,,
,મિનિટમાં,,માં,Duration,Duration,,,
,બપોરથી,,થી,StartTime,StartTime,,,
,સાંજ,,,,,,,
,!,,,,,,,
,પણ,,પણ,`,,,,
,કમનસીબે,,એ,Explanation,Explanation,,,
,",",,,,,,,
,યુરોપ,,,,,,,
,બહુ,,,,,,,
,દૂર,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
15,પરંતુ,,,,,,,
,હે,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમાર,,,,,,,
,",",,,,,,,
,તારા,,ના,Gestalt,Gestalt,,,
,નાનકડા,,,,,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,તો,,તો,Focus,Focus,,,
,તારે,,એ,Agent,Agent,,,
,માત્ર,,,,,,,
,ખુરશી,,,,,,,
,થોડાંક,,,,,,,
,ડગલાં,,,,,,,
,ખસેડવાની,,,,,,,
,હોય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
16,દિવસનો,,નો,Whole,Whole,,,
,અસ્ત,,,,,,,
,",",,,,,,,
,સંધ્યાકાળ,,,,,,,
,તુ,,,,,,,
,જોઈ,,,,,,,
,શકે,,,,,,,
,છે,,,,,,,
,…,,,,,,,
,,,,,,,,
17,“,,,,,,,
,મેં,,એ,Experiencer,Agent,,,
,એક,,,,,,,
,દિવસમાં,,માં,Frequency,Frequency,,,
,44,,,,,,,
,વખત,,,,,,,
,સૂર્યને,,ને,Theme,Theme,,,
,આથમતો,,,,,,,
,જોયો,,,,,,,
,છે,,,,,,,
,",",,,,,,,
,”,,,,,,,
,તું,,,,,,,
,બોલ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
18,પછી,,,,,,,
,થોડીવાર,,,,,,,
,તેં,,એ,Originator,Agent,,,
,ઉમેર્યું,,,,,,,
,:,,,,,,,
,,,,,,,,
