Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,﻿એ,,,,,,,
,પછી,,,,,,,
,એ,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,પૃથ્વી,,,,,,,
,પર,,પર,Goal,Locus,,,
,આવ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
2,અને,,,,,,,
,પૃથ્વી,,,,,,,
,કંઈ,,,,,,,
,જેવો,,,,,,,
,તેવો,,,,,,,
,",",,,,,,,
,સાધારણ,,,,,,,
,ગ્રહ,,,,,,,
,નથી,,,,,,,
,!,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,લાગે,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,લગભગ,,,,,,,
,૧૧૧,,,,,,,
,રાજાઓ,,,,,,,
,",",,,,,,,
,"૭,૦૦૦",,,,,,,
,ખગોળશાસ્ત્રીઓ,,,,,,,
,",",,,,,,,
,"૯૦૦૦,૦૦૦",,,,,,,
,વેપારીઓ,,,,,,,
,",",,,,,,,
,"૭,૫૦૦,૦૦૦",,,,,,,
,દારૂડિયાઓ,,,,,,,
,",",,,,,,,
,"૩૧૧,૦૦૦,૦૦૦",,,,,,,
,ગુમાની,,,,,,,
,માણસો,,,,,,,
,--,,,,,,,
,એટલે,,,,,,,
,કે,,,,,,,
,બધા,,,,,,,
,મળીને,,,,,,,
,લગભગ,,,,,,,
,"૨,૦૦૦,૦૦૦,૦૦૦",,,,,,,
,જેટલા,,,,,,,
,વડિલો,,,,,,,
,અહીં,,,,,,,
,રહે,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
3,પૃથ્વીના,,ના,Whole,Whole,,,
,કદ,,,,,,,
,વિષે,,વિષે,Topic,Topic,,,
,પણ,,પણ,Focus,Focus,,,
,થોડી,,,,,,,
,માહિતી,,,,,,,
,આપું,,,,,,,
,તો,,તો,`,,,,
,વિજળીની,,ની,Topic,Topic,,,
,શોધ,,,,,,,
,થઈ,,,,,,,
,એ,,,,,,,
,પહેલાં,,પહેલાં,Time,Time,,,
,પૃથ્વી,,,,,,,
,પરના,,પરના,Locus,Locus,,,Whole?
,છ,,,,,,,
,ખંડો,,,,,,,
,પર,,પર,Locus,Locus,,,
,રાત્રે,,,,,,,
,અજવાળું,,,,,,,
,કરવા,,,,,,,
,માટે,,માટે,Purpose,Purpose,,,
,"૪૬૨,૫૧૧",,,,,,,
,દીવા,,,,,,,
,સળગાવનારાઓનું,,નું,Stuff,Stuff,,,
,મોટુંમસ,,,,,,,
,લશ્કર,,,,,,,
,રાખવું,,,,,,,
,પડતું,,,,,,,
,.,,,,,,,
,,,,,,,,
4,દૂરથી,,થી,Locus,Source,,,
,જોઈએ,,,,,,,
,તો,,તો,`,,,,
,આ,,,,,,,
,કેટલું,,,,,,,
,સુંદર,,,,,,,
,દ્રશ્ય,,,,,,,
,લાગે,,,,,,,
,",",,,,,,,
,નહીં,,,,,,,
,!,,,,,,,
,,,,,,,,
5,એમનું,,નું,Gestalt,Gestalt,,,
,હલનચલન,,,,,,,
,જોઈને,,,,,,,
,કોઈ,,,,,,,
,નાટક,,,,,,,
,કંપની,,,,,,,
,જેવું,,જેવું,ComparisonRef,ComparisonRef,,,
,જ,,જ,Focus,Focus,,,
,લાગેને,,,,,,,
,!,,,,,,,
,,,,,,,,
6,સૌથી,,થી,ComparisonRef,ComparisonRef,,,
,પહેલાં,,,,,,,
,આવે,,,,,,,
,ન્યુઝીલેન્ડ,,,,,,,
,",",,,,,,,
,અને,,,,,,,
,ઓસ્ટ્રેલિયાના,,ના,Org,Gestalt,,,
,દીવા,,,,,,,
,સળગાવનારા,,,,,,,
,.,,,,,,,
,,,,,,,,
7,એમના,,ના,Locus,Gestalt,,,
,દીવા,,,,,,,
,સળગાવીને,,,,,,,
,એ,,,,,,,
,સૂઈ,,,,,,,
,જાય,,,,,,,
,પછી,,,,,,,
,આવે,,,,,,,
,ચીન,,,,,,,
,અને,,,,,,,
,સાઈબિરિયાના,,ના,Org,Gestalt,,,
,દીવા,,,,,,,
,સળગાવનારા,,,,,,,
,.,,,,,,,
,,,,,,,,
8,એમનો,,નો,Gestalt,Gestalt,,,
,ભાગ,,,,,,,
,ભજવાઈ,,,,,,,
,રહે,,,,,,,
,એટલે,,,,,,,
,એમને,,ને,Recipient,Recipient,,,
,પણ,,પણ,Focus,Focus,,,
,પાછા,,,,,,,
,બોલાવી,,,,,,,
,લેવામાં,,માં,Circumstance,Circumstance,,,
,આવે,,,,,,,
,.,,,,,,,
,,,,,,,,
9,પછી,,,,,,,
,વારો,,,,,,,
,આવે,,,,,,,
,રશિયનો,,નો,Gestalt,Gestalt,,,See Sentence 8
,અને,,,,,,,
,ભારતીયોનો,,નો,Gestalt,Gestalt,,,See Sentence 8
,.,,,,,,,
,,,,,,,,
10,અને,,,,,,,
,પછી,,,,,,,
,આફ્રિકા,,,,,,,
,અને,,,,,,,
,યુરોપ,,,,,,,
,અને,,,,,,,
,દક્ષિણ,,,,,,,
,અમેરિકા,,,,,,,
,આ,,,,,,,
,બધા,,,,,,,
,પોતપોતાના,,ના,Theme,Theme,,,
,પ્રવેશનો,,નો,Characteristic,Identity,,,
,સમય,,,,,,,
,ચોક્કસ,,,,,,,
,જાણે,,,,,,,
,.,,,,,,,
,,,,,,,,
11,ક્યારેય,,ય,Focus,Focus,,,
,કોઈ,,,,,,,
,ભૂલ,,,,,,,
,ન,,,,,,,
,થાય,,,,,,,
,",",,,,,,,
,કેટલું,,,,,,,
,ભવ્ય,,,,,,,
,!,,,,,,,
,,,,,,,,
12,ઉત્તર,,,,,,,
,ધ્રુવ,,,,,,,
,અને,,,,,,,
,દક્ષિણ,,,,,,,
,ધ્રુવની,,ની,Whole,Whole,,,
,ટોચ,,,,,,,
,પરના,,પરના,Locus,Locus,,,
,બે,,,,,,,
,દીવા,,,,,,,
,સળગાવનારાઓને,,ને,Experiencer,Recipient,,,
,તો,,તો,Focus,Focus,,,
,મઝા,,,,,,,
,જ,,જ,Focus,Focus,,,
,મજા,,,,,,,
,",",,,,,,,
,વર્ષમાં,,માં,Duration,Duration,,,
,ફકત,,,,,,,
,બે,,,,,,,
,જ,,જ,Focus,Focus,,,
,વખત,,,,,,,
,કામ,,,,,,,
,કરવાનું,,,,,,,
,--,,,,,,,
,દીવા,,,,,,,
,સગાવવાનું,,,,,,,
,અને,,,,,,,
,ઓલવવાનું,,,,,,,
,",",,,,,,,
,બસ,,,,,,,
,",",,,,,,,
,પછી,,,,,,,
,મજા,,,,,,,
,!,,,,,,,
