Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,વિમાનના,,ના,Theme,Theme,,,
,અકસ્માત,,,,,,,
,પછી,,પછી,Time,Time,,,
,રણપ્રદેશમાં,,માં,Locus,Locus,,,
,મારો,,નો,Theme,Gestalt,,,
,એ,,,,,,,
,આઠમો,,,,,,,
,દિવસ,,,,,,,
,હતો,,,,,,,
,.,,,,,,,
,,,,,,,,
2,પાણીનું,,નું,Stuff,Stuff,,,
,છેલ્લુ,,,,,,,
,ટીપું,,,,,,,
,પીતાં,,,,,,,
,પીતાં,,,,,,,
,મેં,,એ,Experiencer,Agent,,,
,પાણીની,,ની,Stuff,Stuff,,,
,ટીકડી,,,,,,,
,વેચનાર,,,,,,,
,વેપારીની,,ની,Originator,Gestalt,,,
,વાત,,,,,,,
,સાંભળી,,,,,,,
,.,,,,,,,
,,,,,,,,
3,“,,,,,,,
,વાહ,,,,,,,
,!,,,,,,,
,“,,,,,,,
,મેં,,એ,Originator,Agent,,,
,નાનકડા,,,,,,,
,રાજકુમારને,,ને,Recipient,Recipient,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
4,“,,,,,,,
,તારી,,ની,Originator,Gestalt,,,
,વાતો,,,,,,,
,કેટલી,,,,,,,
,મીઠી,,,,,,,
,લાગે,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
5,પણ,,પણ,`,,,,
,હજી,,,,,,,
,મારુ,,નું,Possessor,Possessor,,,
,વિમાન,,,,,,,
,સમું,,,,,,,
,થયું,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
6,હવે,,,,,,,
,મારી,,ની,Possessor,Locus,1:1,,
,પાસે,,પાસે,,,1:2,,
,પીવાનું,,નું,Characteristic,Characteristic,,,
,પાણી,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
7,મને,,ને,Experiencer,Recipient,,,
,ય,,ય,Focus,Focus,,,
,થાય,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,આરામથી,,થી,Manner,Manner,,,
,ટહેલતાં,,,,,,,
,ટહેલતાં,,,,,,,
,તાજા,,,,,,,
,પાણીના,,ના,Stuff,Stuff,,,
,ઝરણા,,,,,,,
,પાસે,,પાસે,Goal,Locus,,,
,પહોંચી,,,,,,,
,જાઉં,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
8,“,,,,,,,
,મારો,,નો,SocialRel,Gestalt,,,
