Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
1,﻿“,,,,,,,
,નમસ્તે,,,,,,,
,“,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
2,“,,,,,,,
,નમસ્તે,,,,,,,
,“,,,,,,,
,રેલ્વેની,,ની,Identity,Identity,,,
,સિગ્નલ,,,,,,,
,-,,,,,,,
,બત્તીની,,ની,Gestalt,Gestalt,,,
,ચાંપ,,,,,,,
,દાબનારે,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
3,“,,,,,,,
,તમે,,,,,,,
,અહીં,,,,,,,
,શું,,,,,,,
,કરો,,,,,,,
,છો,,,,,,,
,?,,,,,,,
,“,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,પૂછ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
4,“,,,,,,,
,હું,,,,,,,
,હજારોની,,ની,QuantityValue,QuantityValue,,,"One of these should be QuantValue, can't figure which one]"
,સંખ્યામાં,,માં,Approximator,Approximator,,,
,મુસાફરોને,,ને,Theme,Theme,,,
,છુટ્ટા,,,,,,,
,પાડું,,,,,,,
,છું,,,,,,,
,”,,,,,,,
,",",,,,,,,
,રેલ્વેના,,ના,Org,Gestalt,,,
,સ્વિચમેને,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
5,“,,,,,,,
,જે,,,,,,,
,ગાડીઓ,,,,,,,
,એમને,,ને,Theme,Theme,,,
,લઈ,,,,,,,
,જાય,,,,,,,
,છે,,,,,,,
,એમને,,ને,Recipient,Recipient,,,
,ક્યારેક,,,,,,,
,જમણી,,,,,,,
,બાજુ,,બાજુ,Direction,Direction,,,
,તો,,તો,`,,,,
,ક્યારેક,,,,,,,
,ડાબી,,,,,,,
,બાજુ,,બાજુ,Direction,Direction,,,
,રસ્તો,,,,,,,
,બતાવું,,,,,,,
,છું,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
6,એટલામાં,,માં,Circumstance,Circumstance,,,
,એક,,,,,,,
,ઘણાળધા,,,,,,,
,દીવાઓથી,,થી,Means,Means,,,
,ઝળહળતી,,,,,,,
,ખૂબ,,,,,,,
,જ,,જ,Focus,Focus,,,
,ઝડપી,,,,,,,
,ગાડી,,,,,,,
,સ્વિચમેનની,,ની,Gestalt,Gestalt,,,
,કેબીનને,,ને,Theme,Theme,,,
,હચમચાવી,,,,,,,
,દેતી,,,,,,,
,",",,,,,,,
,વાદળોના,,ના,Source,Gestalt,,,
